file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/14/maze_15_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 13.433
./generated_mazes/14/maze_16_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 9.600
./generated_mazes/14/maze_17_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 8.767
./generated_mazes/14/maze_18_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 14.667
./generated_mazes/14/maze_19_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 13.367
./generated_mazes/14/maze_20_ub-17.0666666667_lb-10.5333333333.txt, 14, 17.0666666667, 10.5333333333, 6.567
./generated_mazes/14/maze_21_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 8.700
./generated_mazes/14/maze_22_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 13.500
./generated_mazes/14/maze_23_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 14.967
./generated_mazes/14/maze_24_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 10.933
./generated_mazes/14/maze_25_ub-28.0666666667_lb-21.5333333333.txt, 14, 28.0666666667, 21.5333333333, 19.167
./generated_mazes/14/maze_26_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 8.833
./generated_mazes/14/maze_27_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 10.933
./generated_mazes/14/maze_28_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 6.933
./generated_mazes/14/maze_29_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 14.167
./generated_mazes/14/maze_30_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 7.767
./generated_mazes/14/maze_31_ub-26.0666666667_lb-19.5333333333.txt, 14, 26.0666666667, 19.5333333333, 17.933
./generated_mazes/14/maze_32_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 12.400
./generated_mazes/14/maze_33_ub-24.0666666667_lb-17.5333333333.txt, 14, 24.0666666667, 17.5333333333, 19.367
./generated_mazes/14/maze_34_ub-25.0666666667_lb-18.5333333333.txt, 14, 25.0666666667, 18.5333333333, 15.533
./generated_mazes/14/maze_35_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 14.533
./generated_mazes/14/maze_36_ub-25.0666666667_lb-18.5333333333.txt, 14, 25.0666666667, 18.5333333333, 16.067
./generated_mazes/14/maze_37_ub-27.0666666667_lb-20.5333333333.txt, 14, 27.0666666667, 20.5333333333, 16.767
./generated_mazes/14/maze_38_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 14.000
./generated_mazes/14/maze_39_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 14.200
./generated_mazes/14/maze_40_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 8.900
./generated_mazes/14/maze_41_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 12.033
./generated_mazes/14/maze_42_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 14.467
./generated_mazes/14/maze_43_ub-27.0666666667_lb-20.5333333333.txt, 14, 27.0666666667, 20.5333333333, 1033.33333333
./generated_mazes/14/maze_44_ub-25.0666666667_lb-18.5333333333.txt, 14, 25.0666666667, 18.5333333333, 16.200
./generated_mazes/14/maze_45_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 10.533
./generated_mazes/14/maze_46_ub-24.0666666667_lb-17.5333333333.txt, 14, 24.0666666667, 17.5333333333, 15.767
./generated_mazes/14/maze_47_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 10.400
./generated_mazes/14/maze_48_ub-27.0666666667_lb-20.5333333333.txt, 14, 27.0666666667, 20.5333333333, 21.167
./generated_mazes/14/maze_49_ub-26.0666666667_lb-19.5333333333.txt, 14, 26.0666666667, 19.5333333333, 18.300
./generated_mazes/14/maze_50_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 10.200
./generated_mazes/14/maze_51_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 14.233
./generated_mazes/14/maze_52_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 7.467
./generated_mazes/14/maze_53_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 14.733
./generated_mazes/14/maze_54_ub-24.0666666667_lb-17.5333333333.txt, 14, 24.0666666667, 17.5333333333, 16.700
./generated_mazes/14/maze_55_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 6.733
./generated_mazes/14/maze_56_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 11.833
./generated_mazes/14/maze_57_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 11.100
./generated_mazes/14/maze_58_ub-24.0666666667_lb-17.5333333333.txt, 14, 24.0666666667, 17.5333333333, 19.067
./generated_mazes/14/maze_59_ub-28.0666666667_lb-21.5333333333.txt, 14, 28.0666666667, 21.5333333333, 20.800
./generated_mazes/14/maze_60_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 12.100
./generated_mazes/14/maze_61_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 9.167
./generated_mazes/14/maze_62_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 13.933
./generated_mazes/14/maze_63_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 14.833
./generated_mazes/14/maze_64_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 13.033
./generated_mazes/14/maze_65_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 8.467
./generated_mazes/14/maze_66_ub-25.0666666667_lb-18.5333333333.txt, 14, 25.0666666667, 18.5333333333, 17.500
./generated_mazes/14/maze_67_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 15.333
./generated_mazes/14/maze_68_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 13.800
./generated_mazes/14/maze_69_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 13.033
./generated_mazes/14/maze_70_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 13.733
./generated_mazes/14/maze_71_ub-29.0666666667_lb-22.5333333333.txt, 14, 29.0666666667, 22.5333333333, 20.133
./generated_mazes/14/maze_72_ub-24.0666666667_lb-17.5333333333.txt, 14, 24.0666666667, 17.5333333333, 16.200
./generated_mazes/14/maze_73_ub-24.0666666667_lb-17.5333333333.txt, 14, 24.0666666667, 17.5333333333, 19.267
./generated_mazes/14/maze_74_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 11.167
./generated_mazes/14/maze_75_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 16.667
./generated_mazes/14/maze_76_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 12.700
./generated_mazes/14/maze_77_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 1033.33333333
./generated_mazes/14/maze_78_ub-26.0666666667_lb-19.5333333333.txt, 14, 26.0666666667, 19.5333333333, 20.833
./generated_mazes/14/maze_79_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 11.267
./generated_mazes/14/maze_80_ub-28.0666666667_lb-21.5333333333.txt, 14, 28.0666666667, 21.5333333333, 1033.33333333
./generated_mazes/14/maze_81_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 9.667
./generated_mazes/14/maze_82_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 7.900
./generated_mazes/14/maze_83_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 15.833
./generated_mazes/14/maze_84_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 7.100
./generated_mazes/14/maze_85_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 12.533
./generated_mazes/14/maze_86_ub-27.0666666667_lb-20.5333333333.txt, 14, 27.0666666667, 20.5333333333, 17.300
./generated_mazes/14/maze_87_ub-26.0666666667_lb-19.5333333333.txt, 14, 26.0666666667, 19.5333333333, 1033.33333333
./generated_mazes/14/maze_88_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 8.367
./generated_mazes/14/maze_89_ub-22.0666666667_lb-15.5333333333.txt, 14, 22.0666666667, 15.5333333333, 14.967
./generated_mazes/14/maze_90_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 11.600
./generated_mazes/14/maze_91_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 8.633
./generated_mazes/14/maze_92_ub-23.0666666667_lb-16.5333333333.txt, 14, 23.0666666667, 16.5333333333, 11.800
./generated_mazes/14/maze_93_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 14.100
./generated_mazes/14/maze_94_ub-27.0666666667_lb-20.5333333333.txt, 14, 27.0666666667, 20.5333333333, 20.767
./generated_mazes/14/maze_95_ub-21.0666666667_lb-14.5333333333.txt, 14, 21.0666666667, 14.5333333333, 9.467
./generated_mazes/14/maze_96_ub-29.0666666667_lb-22.5333333333.txt, 14, 29.0666666667, 22.5333333333, 22.133
./generated_mazes/14/maze_97_ub-19.0666666667_lb-12.5333333333.txt, 14, 19.0666666667, 12.5333333333, 8.667
./generated_mazes/14/maze_98_ub-20.0666666667_lb-13.5333333333.txt, 14, 20.0666666667, 13.5333333333, 12.133
./generated_mazes/14/maze_99_ub-18.0666666667_lb-11.5333333333.txt, 14, 18.0666666667, 11.5333333333, 6.300
