file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/20/maze_34_ub-42.6666666667_lb-29.3333333333.txt, 20, 42.6666666667, 29.3333333333, 28.267
./generated_mazes/20/maze_35_ub-40.6666666667_lb-27.3333333333.txt, 20, 40.6666666667, 27.3333333333, 29.467
./generated_mazes/20/maze_36_ub-35.6666666667_lb-22.3333333333.txt, 20, 35.6666666667, 22.3333333333, 21.433
./generated_mazes/20/maze_37_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 16.500
./generated_mazes/20/maze_38_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 28.033
./generated_mazes/20/maze_39_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 13.833
./generated_mazes/20/maze_40_ub-42.6666666667_lb-29.3333333333.txt, 20, 42.6666666667, 29.3333333333, 31.833
./generated_mazes/20/maze_41_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 25.733
./generated_mazes/20/maze_42_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 1033.33333333
./generated_mazes/20/maze_43_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 25.767
./generated_mazes/20/maze_44_ub-42.6666666667_lb-29.3333333333.txt, 20, 42.6666666667, 29.3333333333, 24.733
./generated_mazes/20/maze_45_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 19.667
./generated_mazes/20/maze_46_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 29.133
./generated_mazes/20/maze_47_ub-42.6666666667_lb-29.3333333333.txt, 20, 42.6666666667, 29.3333333333, 28.233
./generated_mazes/20/maze_48_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 1033.33333333
./generated_mazes/20/maze_49_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 17.767
./generated_mazes/20/maze_50_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 27.167
./generated_mazes/20/maze_51_ub-44.6666666667_lb-31.3333333333.txt, 20, 44.6666666667, 31.3333333333, 25.267
./generated_mazes/20/maze_52_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 23.067
./generated_mazes/20/maze_53_ub-33.6666666667_lb-20.3333333333.txt, 20, 33.6666666667, 20.3333333333, 8.833
./generated_mazes/20/maze_54_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 25.133
./generated_mazes/20/maze_55_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 24.667
./generated_mazes/20/maze_56_ub-35.6666666667_lb-22.3333333333.txt, 20, 35.6666666667, 22.3333333333, 10.467
./generated_mazes/20/maze_57_ub-34.6666666667_lb-21.3333333333.txt, 20, 34.6666666667, 21.3333333333, 9.100
./generated_mazes/20/maze_58_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 20.233
./generated_mazes/20/maze_59_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 26.700
./generated_mazes/20/maze_60_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 16.567
./generated_mazes/20/maze_61_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 21.400
./generated_mazes/20/maze_62_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 23.400
./generated_mazes/20/maze_63_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 22.767
./generated_mazes/20/maze_64_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 15.500
./generated_mazes/20/maze_65_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 24.900
./generated_mazes/20/maze_66_ub-35.6666666667_lb-22.3333333333.txt, 20, 35.6666666667, 22.3333333333, 22.833
./generated_mazes/20/maze_67_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 15.933
./generated_mazes/20/maze_68_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 28.133
./generated_mazes/20/maze_69_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 23.500
./generated_mazes/20/maze_70_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 19.533
./generated_mazes/20/maze_71_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 12.967
./generated_mazes/20/maze_72_ub-44.6666666667_lb-31.3333333333.txt, 20, 44.6666666667, 31.3333333333, 25.767
./generated_mazes/20/maze_73_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 19.500
./generated_mazes/20/maze_74_ub-43.6666666667_lb-30.3333333333.txt, 20, 43.6666666667, 30.3333333333, 29.233
./generated_mazes/20/maze_75_ub-42.6666666667_lb-29.3333333333.txt, 20, 42.6666666667, 29.3333333333, 27.367
./generated_mazes/20/maze_76_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 15.667
./generated_mazes/20/maze_77_ub-40.6666666667_lb-27.3333333333.txt, 20, 40.6666666667, 27.3333333333, 18.800
./generated_mazes/20/maze_78_ub-43.6666666667_lb-30.3333333333.txt, 20, 43.6666666667, 30.3333333333, 29.133
./generated_mazes/20/maze_79_ub-35.6666666667_lb-22.3333333333.txt, 20, 35.6666666667, 22.3333333333, 24.900
./generated_mazes/20/maze_80_ub-43.6666666667_lb-30.3333333333.txt, 20, 43.6666666667, 30.3333333333, 26.300
./generated_mazes/20/maze_81_ub-32.6666666667_lb-19.3333333333.txt, 20, 32.6666666667, 19.3333333333, 7.267
./generated_mazes/20/maze_82_ub-46.6666666667_lb-33.3333333333.txt, 20, 46.6666666667, 33.3333333333, 29.533
./generated_mazes/20/maze_83_ub-40.6666666667_lb-27.3333333333.txt, 20, 40.6666666667, 27.3333333333, 26.433
./generated_mazes/20/maze_84_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 21.733
./generated_mazes/20/maze_85_ub-40.6666666667_lb-27.3333333333.txt, 20, 40.6666666667, 27.3333333333, 1033.33333333
./generated_mazes/20/maze_86_ub-41.6666666667_lb-28.3333333333.txt, 20, 41.6666666667, 28.3333333333, 31.000
./generated_mazes/20/maze_87_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 22.067
./generated_mazes/20/maze_88_ub-35.6666666667_lb-22.3333333333.txt, 20, 35.6666666667, 22.3333333333, 26.367
./generated_mazes/20/maze_89_ub-36.6666666667_lb-23.3333333333.txt, 20, 36.6666666667, 23.3333333333, 21.633
./generated_mazes/20/maze_90_ub-42.6666666667_lb-29.3333333333.txt, 20, 42.6666666667, 29.3333333333, 1033.33333333
./generated_mazes/20/maze_91_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 16.567
./generated_mazes/20/maze_92_ub-37.6666666667_lb-24.3333333333.txt, 20, 37.6666666667, 24.3333333333, 25.467
./generated_mazes/20/maze_93_ub-34.6666666667_lb-21.3333333333.txt, 20, 34.6666666667, 21.3333333333, 20.767
./generated_mazes/20/maze_94_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 19.033
./generated_mazes/20/maze_95_ub-40.6666666667_lb-27.3333333333.txt, 20, 40.6666666667, 27.3333333333, 23.133
./generated_mazes/20/maze_96_ub-39.6666666667_lb-26.3333333333.txt, 20, 39.6666666667, 26.3333333333, 26.767
./generated_mazes/20/maze_97_ub-38.6666666667_lb-25.3333333333.txt, 20, 38.6666666667, 25.3333333333, 27.633
./generated_mazes/20/maze_98_ub-43.6666666667_lb-30.3333333333.txt, 20, 43.6666666667, 30.3333333333, 26.167
./generated_mazes/20/maze_99_ub-50.6666666667_lb-37.3333333333.txt, 20, 50.6666666667, 37.3333333333, 1033.33333333
