file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/12/maze_84_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 5.733
./generated_mazes/12/maze_85_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 6.600
./generated_mazes/12/maze_86_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 10.233
./generated_mazes/12/maze_87_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 7.767
./generated_mazes/12/maze_88_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 9.233
./generated_mazes/12/maze_89_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 13.900
./generated_mazes/12/maze_90_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 17.167
./generated_mazes/12/maze_91_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 9.933
./generated_mazes/12/maze_92_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 10.333
./generated_mazes/12/maze_93_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 15.800
./generated_mazes/12/maze_94_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 16.433
./generated_mazes/12/maze_95_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 16.533
./generated_mazes/12/maze_96_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 14.633
./generated_mazes/12/maze_97_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 12.367
./generated_mazes/12/maze_98_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 10.100
./generated_mazes/12/maze_99_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 12.733
